source,frame,label,knee_angle,hip_angle,back_angle,torso_length_ratio,heel_angle,heel_angle_delta,valgus_ratio,left_fppa,right_fppa,max_fppa,knee_over_toes,knee_velocity_dps,hip_velocity_dps,back_velocity_dps,max_angular_velocity_dps,rapid_movement,squat_phase,back_slack,heels_off,knee_valgus_ratio,knee_valgus_fppa,knee_valgus
test/Good/Good (73).jpg,0,good,67.91,71.86,133.501,1.837,2.432,-121.688,0.7566,112.09,110.71,112.09,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (74).jpg,0,good,67.85,72.437,136.41,1.7646,2.064,-122.056,0.7048,112.15,111.315,112.15,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (75).jpg,0,good,66.816,70.912,135.863,1.7431,2.274,-121.846,0.6953,113.184,112.239,113.184,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (76).jpg,0,good,62.05,66.329,133.101,1.7512,1.368,-122.752,0.7511,117.95,115.144,117.95,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (77).jpg,0,good,62.477,67.034,138.245,1.6798,1.798,-122.322,0.7076,117.523,115.599,117.523,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (78).jpg,0,good,61.475,66.91,136.815,1.6899,0.195,-123.925,0.6358,118.525,118.267,118.525,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (79).jpg,0,good,57.221,62.748,130.202,1.744,0.646,-123.474,0.7787,122.779,120.249,122.779,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (8).jpg,0,good,87.677,85.28,135.393,1.8187,0.387,-123.733,0.8563,92.323,89.884,92.323,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (80).jpg,0,good,57.563,64.11,135.873,1.7105,0.715,-123.405,1.1035,122.437,125.588,125.588,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (81).jpg,0,good,57.781,63.563,133.631,1.7218,0.03,-124.09,0.8696,122.219,119.038,122.219,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (82).jpg,0,good,55.442,61.981,131.741,1.7693,0.637,-123.483,0.9079,124.558,121.126,124.558,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (83).jpg,0,good,55.956,62.385,130.455,1.7916,0.382,-123.739,0.7356,124.044,122.345,124.044,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (84).jpg,0,good,55.481,62.875,132.838,1.807,1.038,-123.082,0.7445,124.519,121.903,124.519,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (85).jpg,0,good,68.404,74.761,142.231,1.6398,0.795,-123.325,0.7053,111.596,111.689,111.689,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (86).jpg,0,good,65.205,71.079,137.224,1.7422,1.167,-122.953,0.8233,114.795,112.885,114.795,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (87).jpg,0,good,68.246,74.344,138.09,1.7631,0.774,-123.346,0.7201,111.754,109.826,111.754,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (88).jpg,0,good,68.046,73.049,135.039,1.8211,0.739,-123.381,0.787,111.954,109.956,111.954,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (89).jpg,0,good,72.379,76.13,135.312,1.8667,1.891,-122.229,0.7258,107.621,105.769,107.621,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Good/Good (9).jpg,0,good,78.584,80.367,132.73,2.0217,0.95,-123.171,0.9474,101.416,94.417,101.416,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (90).jpg,0,good,70.367,74.151,129.728,1.9951,1.085,-123.035,0.9451,109.633,102.611,109.633,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (91).jpg,0,good,78.312,78.97,129.511,2.019,2.32,-121.8,0.9137,101.688,98.441,101.688,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (92).jpg,0,good,80.249,82.36,134.756,1.9989,2.877,-121.243,0.8801,99.751,95.539,99.751,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (93).jpg,0,good,81.766,78.965,130.825,1.7983,1.257,-122.863,1.0592,98.234,87.528,98.234,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (94).jpg,0,good,80.772,76.921,131.225,1.6927,0.957,-123.163,0.9175,99.228,93.503,99.228,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (95).jpg,0,good,72.858,70.826,129.452,1.7212,1.982,-122.138,1.3635,107.142,94.964,107.142,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (96).jpg,0,good,71.242,70.865,132.031,1.6571,2.488,-121.632,1.2449,108.758,97.382,108.758,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (97).jpg,0,good,69.034,70.793,135.184,1.6271,1.705,-122.415,1.2396,110.966,98.992,110.966,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (98).jpg,0,good,65.184,67.864,136.746,1.5978,3.314,-120.806,1.2295,114.816,102.981,114.816,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Good/Good (99).jpg,0,good,64.643,67.778,137.898,1.5517,0.337,-123.783,0.984,115.357,109.084,115.357,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (1).jpg,0,bad_back,86.339,31.036,78.483,1.1633,1.475,-122.645,0.2965,93.661,90.101,93.661,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (10).jpg,0,bad_back,97.396,54.576,94.859,1.3701,1.981,-122.14,0.567,82.604,81.892,82.604,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (100).jpg,0,bad_back,89.57,55.71,99.739,0.9266,178.266,54.146,0.5027,90.43,91.321,91.321,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Bad back/Bad Back (101).jpg,0,bad_back,90.635,55.383,99.204,0.9474,177.622,53.502,0.6043,89.365,90.441,90.441,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (102).jpg,0,bad_back,89.905,57.02,101.004,0.964,176.544,52.424,0.8256,90.095,90.628,90.628,0,0.0,0.0,0.0,0.0,0,bottom,0,1,0,1,1
train/Bad back/Bad Back (103).jpg,0,bad_back,92.525,61.074,100.666,0.964,164.282,40.162,0.4667,87.475,88.372,88.372,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (104).jpg,0,bad_back,94.282,68.074,108.209,1.1123,176.888,52.768,0.3689,85.718,91.694,91.694,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (105).jpg,0,bad_back,89.665,65.643,108.575,1.0786,176.983,52.863,0.4412,90.335,96.297,96.297,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (106).jpg,0,bad_back,87.657,62.872,108.091,1.0713,178.631,54.511,0.4685,92.343,98.301,98.301,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (107).jpg,0,bad_back,85.155,60.717,107.631,1.0404,178.159,54.039,0.5477,94.845,101.293,101.293,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (108).jpg,0,bad_back,82.952,57.596,105.617,1.0146,176.2,52.08,0.4299,97.048,103.474,103.474,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (109).jpg,0,bad_back,81.375,54.368,103.45,1.0104,178.347,54.227,0.4751,98.625,104.904,104.904,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (11).jpg,0,bad_back,96.36,59.407,101.333,1.2956,4.288,-119.832,0.4161,83.64,81.43,83.64,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (110).jpg,0,bad_back,77.77,48.523,101.869,1.0524,176.44,52.32,0.8058,102.23,106.607,106.607,0,0.0,0.0,0.0,0.0,0,bottom,0,1,0,1,1
train/Bad back/Bad Back (111).jpg,0,bad_back,74.868,46.734,101.137,1.0629,176.207,52.087,0.8181,105.132,107.606,107.606,0,0.0,0.0,0.0,0.0,0,bottom,0,1,0,1,1
train/Bad back/Bad Back (112).jpg,0,bad_back,77.711,46.633,99.839,1.045,174.971,50.851,0.6919,102.289,107.042,107.042,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (113).jpg,0,bad_back,77.847,46.776,99.079,1.0466,179.727,55.607,0.6071,102.153,108.093,108.093,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (114).jpg,0,bad_back,77.107,47.626,100.092,1.0362,178.986,54.866,0.6276,102.893,107.424,107.424,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (115).jpg,0,bad_back,77.297,47.647,100.841,1.0253,178.665,54.545,0.6404,102.703,107.127,107.127,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (116).jpg,0,bad_back,78.654,49.346,102.206,0.9997,174.679,50.558,0.8177,101.346,105.667,105.667,0,0.0,0.0,0.0,0.0,0,bottom,0,1,0,1,1
train/Bad back/Bad Back (117).jpg,0,bad_back,84.064,54.248,104.28,0.9943,179.457,55.337,0.6941,95.936,101.464,101.464,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (118).jpg,0,bad_back,86.968,57.729,103.036,1.0417,179.651,55.53,0.5868,93.032,99.83,99.83,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (119).jpg,0,bad_back,90.309,62.682,106.323,1.0301,178.493,54.373,0.5978,89.691,96.576,96.576,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (12).jpg,0,bad_back,96.586,58.454,100.477,1.2475,5.3,-118.82,0.4417,83.414,80.476,83.414,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (120).jpg,0,bad_back,93.345,66.63,108.555,1.0341,178.677,54.556,0.45,86.655,93.533,93.533,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (121).jpg,0,bad_back,97.472,73.293,111.335,1.0089,177.712,53.591,0.5619,82.528,89.935,89.935,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (122).jpg,0,bad_back,93.927,65.208,104.097,0.9995,177.839,53.719,0.4617,86.073,90.068,90.068,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (123).jpg,0,bad_back,91.336,62.353,103.315,0.9697,174.763,50.642,0.4753,88.664,93.017,93.017,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (124).jpg,0,bad_back,86.099,57.699,100.623,0.966,177.79,53.67,0.3188,93.901,96.776,96.776,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (125).jpg,0,bad_back,85.526,54.352,98.854,0.9661,171.347,47.226,0.4617,94.474,98.644,98.644,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (126).jpg,0,bad_back,86.273,52.641,96.873,0.9741,174.189,50.069,0.4825,93.727,98.603,98.603,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (127).jpg,0,bad_back,83.918,47.908,94.518,0.9842,176.246,52.125,0.626,96.082,98.046,98.046,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (128).jpg,0,bad_back,81.554,46.298,93.71,0.985,173.966,49.846,0.6801,98.446,100.253,100.253,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (129).jpg,0,bad_back,81.558,46.096,92.769,0.9828,172.006,47.886,0.6351,98.442,100.998,100.998,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (13).jpg,0,bad_back,92.745,56.811,98.748,1.2181,6.843,-117.277,0.8286,87.255,81.904,87.255,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (130).jpg,0,bad_back,81.029,45.853,92.622,0.9783,172.324,48.204,0.5709,98.971,101.297,101.297,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (131).jpg,0,bad_back,79.927,45.097,92.343,0.9835,171.17,47.05,0.5636,100.073,101.829,101.829,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (132).jpg,0,bad_back,81.319,46.826,93.916,0.9794,173.14,49.019,0.6117,98.681,101.136,101.136,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (133).jpg,0,bad_back,83.241,48.424,96.366,0.9613,175.242,51.122,0.6823,96.759,98.935,98.935,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (134).jpg,0,bad_back,80.948,49.093,97.678,0.9786,174.621,50.501,0.6864,99.052,99.647,99.647,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (135).jpg,0,bad_back,86.386,55.297,99.483,0.982,174.959,50.839,0.4599,93.614,96.967,96.967,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (136).jpg,0,bad_back,90.459,60.813,102.271,0.9627,176.369,52.249,0.313,89.541,93.337,93.337,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (137).jpg,0,bad_back,94.084,63.99,103.712,0.9849,179.485,55.365,0.5029,85.916,89.431,89.431,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (138).jpg,0,bad_back,92.272,65.199,106.014,1.0051,175.677,51.556,0.5598,87.728,91.64,91.64,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (139).jpg,0,bad_back,89.909,62.984,105.348,1.0066,172.375,48.255,0.578,90.091,92.915,92.915,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (14).jpg,0,bad_back,96.397,58.177,100.049,1.1234,2.81,-121.31,0.5461,83.603,77.146,83.603,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (140).jpg,0,bad_back,89.782,61.132,103.07,1.0111,176.923,52.803,0.637,90.218,94.091,94.091,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (141).jpg,0,bad_back,84.249,56.888,101.626,1.0093,174.145,50.024,0.5156,95.751,98.963,98.963,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (142).jpg,0,bad_back,85.535,54.912,99.232,0.9988,175.217,51.097,0.48,94.465,98.975,98.975,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (143).jpg,0,bad_back,82.72,52.876,99.697,0.9909,177.014,52.893,0.6201,97.28,99.54,99.54,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (144).jpg,0,bad_back,80.859,50.984,98.731,0.9983,177.735,53.615,0.4636,99.141,102.275,102.275,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (145).jpg,0,bad_back,80.397,50.57,98.709,0.9976,177.55,53.43,0.534,99.603,102.333,102.333,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (146).jpg,0,bad_back,80.469,50.249,98.733,0.9872,178.515,54.395,0.6615,99.531,102.123,102.123,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (147).jpg,0,bad_back,80.921,50.459,98.631,0.9848,177.264,53.144,0.6507,99.079,101.912,101.912,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (148).jpg,0,bad_back,80.161,49.957,98.736,0.9874,178.475,54.355,0.6533,99.839,102.084,102.084,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (149).jpg,0,bad_back,80.017,49.567,98.559,0.9897,175.026,50.906,0.4483,99.983,101.754,101.754,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (15).jpg,0,bad_back,95.643,62.01,104.407,1.1488,5.388,-118.732,0.4549,84.357,75.757,84.357,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (150).jpg,0,bad_back,81.065,50.52,98.987,0.9827,175.374,51.254,0.4317,98.935,103.214,103.214,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (151).jpg,0,bad_back,82.453,51.93,100.34,0.9878,177.981,53.861,0.5049,97.547,101.412,101.412,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (152).jpg,0,bad_back,87.228,57.45,101.196,1.0084,175.134,51.014,0.4784,92.772,97.201,97.201,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (153).jpg,0,bad_back,91.359,61.406,103.377,0.9949,177.679,53.559,0.5822,88.641,91.594,91.594,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (154).jpg,0,bad_back,94.648,65.46,106.345,0.9973,174.287,50.167,0.6849,85.352,88.334,88.334,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (155).jpg,0,bad_back,93.5,58.707,101.181,1.0637,176.849,52.729,0.6211,86.5,90.582,90.582,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (156).jpg,0,bad_back,92.638,56.451,100.583,1.0649,177.563,53.443,0.5528,87.362,92.693,92.693,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (157).jpg,0,bad_back,89.333,52.475,98.871,1.0535,177.825,53.705,0.6762,90.667,95.597,95.597,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (158).jpg,0,bad_back,86.823,50.418,98.327,1.0323,176.798,52.678,0.4233,93.177,95.87,95.87,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (159).jpg,0,bad_back,85.855,48.86,96.461,1.0225,177.562,53.442,0.5375,94.145,98.516,98.516,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (16).jpg,0,bad_back,92.869,60.81,105.974,1.272,2.631,-121.489,0.5045,87.131,83.507,87.131,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (160).jpg,0,bad_back,85.196,49.16,97.532,1.026,175.484,51.364,0.4798,94.804,98.74,98.74,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (161).jpg,0,bad_back,84.684,48.914,97.708,1.0114,174.287,50.167,0.4768,95.316,98.914,98.914,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (162).jpg,0,bad_back,86.376,49.027,96.359,1.0212,174.676,50.556,0.4823,93.624,99.277,99.277,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (163).jpg,0,bad_back,83.034,48.424,98.96,1.0113,177.717,53.597,0.5124,96.966,99.131,99.131,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (164).jpg,0,bad_back,86.999,49.434,97.728,1.0199,176.728,52.608,0.3426,93.001,97.392,97.392,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (165).jpg,0,bad_back,86.693,49.876,96.998,1.0299,176.672,52.552,0.359,93.307,95.777,95.777,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (166).jpg,0,bad_back,90.161,54.028,99.224,1.0355,178.532,54.412,0.6222,89.839,92.074,92.074,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (167).jpg,0,bad_back,93.722,58.63,101.436,1.0269,179.195,55.075,0.4968,86.278,89.551,89.551,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (168).jpg,0,bad_back,96.243,60.44,101.366,1.0462,178.955,54.835,0.6251,83.757,87.355,87.355,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (169).jpg,0,bad_back,97.397,65.09,103.654,1.0704,179.36,55.24,0.6553,82.603,85.018,85.018,0,0.0,0.0,0.0,0.0,0,bottom,0,1,1,1,1
train/Bad back/Bad Back (17).jpg,0,bad_back,91.764,62.935,108.9,1.2677,0.502,-123.618,0.5718,88.236,82.462,88.236,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (170).jpg,0,bad_back,86.852,36.851,82.202,1.8998,0.101,-124.019,0.6724,93.148,97.552,97.552,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (171).jpg,0,bad_back,85.588,32.656,80.541,1.8611,4.875,-119.245,0.5244,94.412,95.307,95.307,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (172).jpg,0,bad_back,83.66,32.708,78.845,1.897,0.568,-123.552,0.9045,96.34,95.95,96.34,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (173).jpg,0,bad_back,85.931,39.41,85.397,1.9449,0.302,-123.818,0.8845,94.069,99.395,99.395,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (174).jpg,0,bad_back,87.49,38.367,84.329,1.8888,5.942,-118.178,0.7018,92.51,99.681,99.681,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (175).jpg,0,bad_back,83.233,35.431,82.733,1.9346,3.819,-120.301,0.6671,96.767,97.318,97.318,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (176).jpg,0,bad_back,84.903,36.139,83.105,1.8781,6.372,-117.748,0.7726,95.097,100.463,100.463,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (177).jpg,0,bad_back,84.586,35.53,83.176,1.87,9.972,-114.148,0.8021,95.414,97.993,97.993,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (178).jpg,0,bad_back,85.134,37.581,84.519,1.9059,10.481,-113.639,0.5637,94.866,99.988,99.988,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (179).jpg,0,bad_back,87.231,39.873,85.265,1.9424,6.47,-117.65,0.7666,92.769,98.672,98.672,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (18).jpg,0,bad_back,92.326,58.799,103.66,1.2885,0.162,-123.958,0.6614,87.674,82.252,87.674,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (180).jpg,0,bad_back,91.915,42.787,86.831,1.8335,7.783,-116.337,0.5332,88.085,89.734,89.734,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (181).jpg,0,bad_back,92.323,45.261,89.432,1.8927,10.404,-113.716,0.4648,87.677,82.544,87.677,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (182).jpg,0,bad_back,92.249,49.381,91.824,1.9278,8.168,-115.953,0.8369,87.751,85.154,87.751,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (183).jpg,0,bad_back,78.636,44.498,92.669,1.9283,9.448,-114.672,0.8138,101.364,99.565,101.364,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (184).jpg,0,bad_back,80.528,43.807,94.222,1.9042,7.375,-116.745,0.8165,99.472,99.336,99.472,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (185).jpg,0,bad_back,81.994,43.264,94.964,1.7304,10.257,-113.863,0.5068,98.006,98.671,98.671,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (186).jpg,0,bad_back,78.465,38.668,89.867,1.7841,8.153,-115.968,0.7099,101.535,99.376,101.535,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (187).jpg,0,bad_back,78.0,37.751,90.862,1.7594,6.526,-117.594,0.6683,102.0,101.756,102.0,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (188).jpg,0,bad_back,78.729,36.123,87.389,1.8073,2.912,-121.208,0.6531,101.271,104.511,104.511,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (189).jpg,0,bad_back,83.267,38.268,88.268,1.7217,9.722,-114.398,0.5661,96.733,101.015,101.015,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (19).jpg,0,bad_back,95.119,62.139,105.371,1.2751,7.287,-116.833,0.5326,84.881,80.13,84.881,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (190).jpg,0,bad_back,81.0,38.844,91.965,1.7031,7.561,-116.56,0.6677,99.0,98.091,99.0,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (191).jpg,0,bad_back,80.024,34.751,86.201,1.7689,9.939,-114.181,0.5777,99.976,97.14,99.976,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (192).jpg,0,bad_back,76.49,34.509,87.99,1.8255,4.007,-120.113,0.6183,103.51,103.23,103.51,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (193).jpg,0,bad_back,77.325,38.809,90.545,1.7824,11.263,-112.857,0.669,102.675,101.573,102.675,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (194).jpg,0,bad_back,81.112,40.51,89.359,1.7831,5.568,-118.552,0.5751,98.888,102.558,102.558,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Bad back/Bad Back (195).jpg,0,bad_back,81.747,41.597,89.762,1.8122,8.172,-115.948,0.795,98.253,103.579,103.579,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Bad back/Bad Back (196).jpg,0,bad_back,85.339,46.437,93.111,1.937,4.225,-119.895,0.6849,94.661,97.433,97.433,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
