source,frame,label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
train/Bad back/Bad Back (118).jpg,0,bad_back,0.6704,0.393419,-0.148363,1.0,0.67185,0.374488,-0.138006,1.0,0.66976,0.372543,-0.138336,1.0,0.667153,0.370404,-0.138196,1.0,0.671243,0.374048,-0.18665,1.0,0.668691,0.371919,-0.186961,1.0,0.665279,0.369233,-0.18707,1.0,0.645366,0.358983,-0.05303,1.0,0.641213,0.357223,-0.274287,1.0,0.65222,0.401165,-0.105744,1.0,0.65111,0.399499,-0.172884,1.0,0.582793,0.405823,0.107841,1.0,0.579909,0.408254,-0.35879,1.0,0.67665,0.483928,0.172657,0.6034,0.683106,0.490633,-0.459007,0.9958,0.774881,0.533969,0.079786,0.7137,0.797743,0.5364,-0.434273,0.9955,0.801397,0.548479,0.078918,0.7227,0.821491,0.553996,-0.508874,0.9947,0.806069,0.550913,0.021178,0.7269,0.824998,0.553962,-0.473032,0.9942,0.795599,0.548435,0.053569,0.7145,0.816539,0.550458,-0.425528,0.9891,0.433598,0.552517,0.151841,0.9999,0.424066,0.565784,-0.151838,1.0,0.583583,0.587731,0.30204,0.4806,0.590396,0.599961,-0.163319,0.9967,0.542176,0.729841,0.519577,0.7965,0.531091,0.750965,0.041758,0.998,0.525965,0.758711,0.536028,0.8724,0.511106,0.781548,0.062537,0.996,0.603189,0.75824,0.503686,0.9189,0.604192,0.782523,0.02349,0.998
train/Bad back/Bad Back (119).jpg,0,bad_back,0.667731,0.383142,-0.181258,1.0,0.669555,0.365077,-0.172123,1.0,0.667412,0.362519,-0.172458,1.0,0.66495,0.359874,-0.172313,1.0,0.668214,0.365515,-0.220328,1.0,0.664781,0.363093,-0.220648,1.0,0.660879,0.360171,-0.220763,1.0,0.642835,0.348801,-0.089388,1.0,0.637674,0.346986,-0.308805,1.0,0.650282,0.389611,-0.139162,1.0,0.648296,0.388385,-0.205798,1.0,0.582417,0.39473,0.071691,1.0,0.573797,0.401007,-0.38937,1.0,0.675146,0.476608,0.124192,0.623,0.671505,0.489661,-0.484243,0.9959,0.771571,0.530555,0.019373,0.6626,0.786988,0.533459,-0.457155,0.9951,0.794179,0.548983,0.016021,0.6733,0.807769,0.555105,-0.533271,0.9937,0.799822,0.549654,-0.043729,0.6791,0.813111,0.552541,-0.498086,0.9933,0.791017,0.544666,-0.007913,0.6691,0.80605,0.547036,-0.448945,0.9877,0.436996,0.541893,0.151944,0.9999,0.42349,0.555825,-0.151926,1.0,0.585608,0.588296,0.274688,0.5161,0.589925,0.599766,-0.163268,0.996,0.541895,0.730997,0.487771,0.7828,0.531642,0.74875,0.037067,0.9975,0.525161,0.75829,0.503743,0.8654,0.511797,0.777695,0.056819,0.995,0.602819,0.760333,0.464608,0.9134,0.602586,0.781115,0.010408,0.9975
train/Bad back/Bad Back (12).jpg,0,bad_back,0.423335,0.523374,0.009328,0.9971,0.403285,0.516197,-0.032339,0.9969,0.401971,0.512336,-0.032708,0.9969,0.400587,0.508666,-0.032622,0.9978,0.403113,0.517067,0.015534,0.998,0.401881,0.514366,0.014922,0.9984,0.40037,0.511433,0.01471,0.9989,0.402022,0.486662,-0.151898,0.9985,0.401309,0.487775,0.067026,0.9989,0.436847,0.512814,-0.025824,0.9924,0.438019,0.514035,0.034764,0.9942,0.464847,0.461799,-0.229574,0.9999,0.471933,0.456527,0.186149,0.9995,0.409156,0.586962,-0.18803,0.4438,0.435485,0.561072,0.309512,0.0184,0.372019,0.450394,0.07742,0.4341,0.383591,0.454351,0.396997,0.0046,0.366093,0.427819,0.08613,0.5158,0.371803,0.431789,0.414224,0.006,0.379799,0.420892,0.074751,0.5126,0.385383,0.427998,0.41487,0.0059,0.385394,0.42808,0.080121,0.4879,0.392113,0.435212,0.395258,0.0055,0.677921,0.593629,-0.145051,0.9995,0.674489,0.577259,0.144714,0.9995,0.484253,0.69107,-0.083684,0.767,0.485911,0.669857,0.202188,0.0092,0.559769,0.897175,-0.075492,0.9191,0.540603,0.852979,0.167918,0.0673,0.586991,0.924795,-0.07392,0.9414,0.570058,0.886496,0.163683,0.1634,0.467868,0.935846,-0.104706,0.9213,0.465748,0.891035,0.139008,0.1426
train/Bad back/Bad Back (120).jpg,0,bad_back,0.664953,0.3741,-0.131393,1.0,0.669667,0.353805,-0.12229,1.0,0.667469,0.351294,-0.122621,1.0,0.665411,0.348954,-0.122501,1.0,0.669216,0.353213,-0.170938,1.0,0.666464,0.350355,-0.171248,1.0,0.663651,0.347561,-0.171395,1.0,0.642956,0.33642,-0.038851,1.0,0.639453,0.334607,-0.259852,1.0,0.648152,0.379705,-0.088894,0.9999,0.646235,0.379007,-0.155921,1.0,0.575575,0.38402,0.1213,1.0,0.569657,0.384759,-0.347239,1.0,0.661767,0.480183,0.159919,0.53,0.663798,0.483237,-0.436581,0.9958,0.754001,0.530505,0.059423,0.5351,0.77879,0.537892,-0.397588,0.9971,0.777098,0.547324,0.058264,0.5846,0.799618,0.559775,-0.470076,0.9968,0.784857,0.549164,0.001455,0.5882,0.804491,0.556974,-0.428345,0.9967,0.775656,0.544305,0.033554,0.5757,0.797648,0.551551,-0.386008,0.9941,0.434595,0.536559,0.150407,0.9999,0.424372,0.54875,-0.150476,1.0,0.583946,0.589081,0.318179,0.4096,0.59038,0.597406,-0.147589,0.9982,0.54244,0.73354,0.539559,0.8539,0.533395,0.755099,0.051812,0.9992,0.52558,0.760754,0.557103,0.9163,0.512729,0.782038,0.073644,0.9987,0.601157,0.759008,0.520862,0.9492,0.601759,0.782045,0.039727,0.9993
train/Bad back/Bad Back (121).jpg,0,bad_back,0.664199,0.358181,-0.136106,1.0,0.6673,0.341549,-0.121609,0.9999,0.6651,0.338506,-0.12191,1.0,0.662939,0.335571,-0.121829,1.0,0.667799,0.341877,-0.175877,1.0,0.666167,0.339319,-0.176172,1.0,0.664308,0.336403,-0.176347,1.0,0.642178,0.322907,-0.026385,1.0,0.642292,0.323185,-0.273197,1.0,0.644912,0.363591,-0.090654,0.9999,0.645499,0.363084,-0.164924,0.9999,0.567743,0.37312,0.141254,1.0,0.572767,0.375279,-0.371062,1.0,0.648834,0.470221,0.176193,0.5089,0.650189,0.480682,-0.457135,0.9972,0.737006,0.528336,0.063991,0.4818,0.758136,0.536163,-0.400783,0.9983,0.757179,0.545349,0.063923,0.5577,0.782798,0.560189,-0.470487,0.998,0.763171,0.546345,0.00846,0.5579,0.785875,0.555244,-0.430379,0.9979,0.755819,0.541559,0.03802,0.5604,0.776622,0.548378,-0.388829,0.9965,0.432638,0.524165,0.16235,1.0,0.428979,0.536465,-0.162518,1.0,0.580868,0.593615,0.331648,0.42,0.590968,0.600251,-0.109301,0.9987,0.537262,0.730809,0.556417,0.8686,0.531587,0.751556,0.117923,0.9995,0.518602,0.760312,0.574229,0.9227,0.511556,0.776752,0.141403,0.9991,0.593021,0.757338,0.533757,0.9475,0.597924,0.778714,0.105123,0.9994
train/Bad back/Bad Back (122).jpg,0,bad_back,0.691147,0.403923,-0.054204,0.9999,0.697465,0.386596,-0.038337,0.9998,0.695566,0.383526,-0.038616,0.9998,0.693353,0.380453,-0.038611,0.9999,0.697619,0.387184,-0.094707,0.9999,0.69614,0.384868,-0.094969,0.9999,0.694634,0.382451,-0.09517,0.9999,0.672604,0.365555,0.055058,0.9999,0.675308,0.368114,-0.199438,0.9999,0.672678,0.404395,-0.009373,0.9997,0.674185,0.404376,-0.085669,0.9998,0.581783,0.395472,0.214965,0.9999,0.592859,0.405372,-0.292355,0.9999,0.603034,0.517725,0.246777,0.2379,0.609831,0.536021,-0.319646,0.9923,0.693988,0.541764,0.138052,0.3401,0.708066,0.545933,-0.155198,0.986,0.711271,0.54871,0.139348,0.4331,0.725221,0.55254,-0.188552,0.9867,0.715566,0.536852,0.105774,0.4336,0.723761,0.534349,-0.160272,0.987,0.70816,0.532925,0.11975,0.4294,0.716369,0.531579,-0.14258,0.9832,0.431498,0.528584,0.15959,0.9999,0.434054,0.537558,-0.159817,1.0,0.585378,0.596054,0.233765,0.3446,0.594362,0.600679,-0.132776,0.9993,0.536788,0.7314,0.410733,0.8872,0.534128,0.753122,0.042449,0.9997,0.517107,0.759894,0.424908,0.9288,0.512344,0.781702,0.060883,0.9996,0.590653,0.762669,0.383131,0.9484,0.595664,0.787093,0.01618,0.9997
train/Bad back/Bad Back (123).jpg,0,bad_back,0.690836,0.418408,-0.057863,0.9997,0.698402,0.403041,-0.041889,0.9991,0.697199,0.400509,-0.042169,0.9994,0.695631,0.397609,-0.042194,0.9994,0.69836,0.402657,-0.099509,0.9996,0.697415,0.400444,-0.09977,0.9998,0.696256,0.397853,-0.100001,0.9997,0.677788,0.380274,0.053575,0.9997,0.679387,0.381881,-0.206736,0.9997,0.672272,0.420712,-0.012287,0.9993,0.672958,0.420387,-0.090129,0.9995,0.582627,0.406987,0.218613,0.9999,0.594483,0.411194,-0.301697,0.9998,0.596801,0.526026,0.252215,0.2316,0.606838,0.54296,-0.327934,0.9943,0.692161,0.551194,0.142236,0.3534,0.702733,0.553948,-0.167139,0.9905,0.708417,0.555692,0.142594,0.4507,0.720619,0.559172,-0.201211,0.9907,0.712756,0.544523,0.108424,0.4552,0.721175,0.541385,-0.17492,0.9913,0.705675,0.542423,0.123464,0.4526,0.713363,0.539885,-0.154991,0.9887,0.434863,0.533889,0.164229,0.9999,0.436942,0.543056,-0.16449,1.0,0.587347,0.594559,0.234271,0.3189,0.596452,0.598908,-0.147884,0.9994,0.536741,0.730922,0.394235,0.8819,0.53365,0.751923,0.015536,0.9997,0.516459,0.757142,0.406493,0.9274,0.511767,0.780576,0.032629,0.9995,0.589343,0.763823,0.363839,0.9432,0.594898,0.788245,-0.012253,0.9997
train/Bad back/Bad Back (124).jpg,0,bad_back,0.691286,0.425795,-0.060798,0.9999,0.698407,0.410771,-0.04431,0.9997,0.697214,0.408496,-0.044574,0.9998,0.695618,0.405782,-0.044607,0.9998,0.698116,0.410218,-0.101188,0.9998,0.697018,0.408063,-0.101434,0.9999,0.695578,0.405272,-0.101663,0.9999,0.676997,0.389692,0.053561,0.9999,0.677491,0.38991,-0.203193,0.9999,0.67383,0.427547,-0.01465,0.9997,0.67424,0.426996,-0.091437,0.9998,0.583306,0.415711,0.216474,0.9999,0.59365,0.420489,-0.297225,0.9999,0.597194,0.532419,0.247596,0.299,0.608592,0.550875,-0.338092,0.9972,0.69256,0.559024,0.135463,0.4681,0.705714,0.564981,-0.208107,0.9966,0.7108,0.561067,0.135207,0.5662,0.724966,0.56624,-0.248018,0.9969,0.715551,0.548607,0.099408,0.5706,0.726434,0.550088,-0.220377,0.9971,0.709412,0.546078,0.116088,0.5663,0.718192,0.548916,-0.196581,0.9962,0.432408,0.537672,0.161112,0.9999,0.432806,0.547096,-0.161354,1.0,0.594137,0.592581,0.178591,0.4707,0.599042,0.598011,-0.170826,0.9998,0.536472,0.730748,0.348899,0.9186,0.530686,0.752957,-0.000118,0.9998,0.514526,0.759916,0.363094,0.9507,0.506675,0.780803,0.018347,0.9998,0.593552,0.762966,0.324166,0.9659,0.594777,0.78733,-0.021838,0.9999
train/Bad back/Bad Back (125).jpg,0,bad_back,0.69143,0.434043,-0.089088,0.9999,0.697022,0.418074,-0.071422,0.9998,0.695692,0.415468,-0.071705,0.9999,0.69416,0.412909,-0.071731,0.9999,0.69651,0.417834,-0.127883,0.9999,0.694977,0.415348,-0.128136,0.9999,0.693468,0.412934,-0.128359,0.9999,0.675406,0.396721,0.032731,0.9999,0.675008,0.396614,-0.222639,0.9999,0.674074,0.435383,-0.040809,0.9998,0.674348,0.43483,-0.117208,0.9998,0.582017,0.42082,0.198016,0.9999,0.594883,0.430986,-0.306643,0.9999,0.597772,0.539142,0.216065,0.3609,0.609788,0.559989,-0.333849,0.9958,0.692062,0.56561,0.078302,0.5345,0.703159,0.571256,-0.189701,0.9929,0.710143,0.569516,0.073138,0.6135,0.722959,0.577091,-0.228267,0.9937,0.714542,0.557079,0.039571,0.615,0.724197,0.559315,-0.205187,0.994,0.708498,0.553415,0.059078,0.6031,0.716361,0.556535,-0.179615,0.9923,0.43062,0.542191,0.158055,1.0,0.43076,0.554109,-0.158276,1.0,0.588367,0.586334,0.190038,0.5217,0.597543,0.594368,-0.166765,0.9997,0.536818,0.727145,0.362929,0.9315,0.532664,0.753232,0.005785,0.9998,0.518572,0.750857,0.377215,0.9534,0.512904,0.778821,0.02383,0.9998,0.591573,0.761967,0.340048,0.9695,0.595977,0.78606,-0.017087,0.9999
train/Bad back/Bad Back (126).jpg,0,bad_back,0.690547,0.441867,-0.07004,0.9999,0.696666,0.425748,-0.051024,0.9997,0.695169,0.422801,-0.051297,0.9998,0.693426,0.419827,-0.05132,0.9998,0.696292,0.426026,-0.108703,0.9999,0.694708,0.423573,-0.108952,0.9999,0.693145,0.421109,-0.109162,0.9999,0.673964,0.403317,0.055203,0.9999,0.674331,0.404598,-0.205167,0.9999,0.672821,0.443537,-0.021253,0.9997,0.673454,0.443012,-0.099067,0.9998,0.585831,0.428216,0.21948,0.9999,0.595358,0.43662,-0.297857,0.9998,0.59866,0.545498,0.227411,0.2378,0.608498,0.565295,-0.323821,0.9945,0.692509,0.571885,0.071367,0.4008,0.706546,0.576223,-0.164744,0.9887,0.710522,0.57522,0.063689,0.4932,0.726108,0.581749,-0.199871,0.9894,0.715142,0.56352,0.032065,0.4943,0.726631,0.565814,-0.177851,0.9898,0.710174,0.5613,0.052051,0.4843,0.719046,0.564264,-0.15435,0.9865,0.429643,0.546052,0.161694,1.0,0.430805,0.556313,-0.161904,1.0,0.586889,0.589979,0.185066,0.3873,0.596759,0.596553,-0.173161,0.9995,0.537296,0.731319,0.355411,0.8592,0.531871,0.755293,-0.006422,0.9997,0.519094,0.756905,0.369475,0.9096,0.512061,0.779497,0.010822,0.9995,0.591216,0.764245,0.334779,0.9328,0.595615,0.788223,-0.03159,0.9997
train/Bad back/Bad Back (127).jpg,0,bad_back,0.687545,0.44884,-0.084461,1.0,0.694814,0.43304,-0.068858,0.9999,0.693546,0.429932,-0.069145,1.0,0.692247,0.426899,-0.069145,0.9999,0.69434,0.43321,-0.12122,1.0,0.692839,0.430454,-0.121482,1.0,0.691372,0.427684,-0.121674,1.0,0.675389,0.410409,0.028839,1.0,0.674388,0.410351,-0.207886,1.0,0.670407,0.449227,-0.038506,0.9999,0.67096,0.448571,-0.10952,0.9999,0.588045,0.431488,0.182708,0.9999,0.597476,0.443408,-0.282618,0.9999,0.596203,0.54954,0.196822,0.3388,0.608458,0.570401,-0.3078,0.9947,0.689897,0.5778,0.065128,0.493,0.703222,0.58353,-0.17214,0.9922,0.706942,0.58136,0.05855,0.5788,0.721899,0.589774,-0.208915,0.993,0.711627,0.570173,0.028678,0.5771,0.723226,0.573943,-0.187184,0.9933,0.706748,0.56792,0.047612,0.5641,0.716237,0.572141,-0.162924,0.9913,0.427567,0.546912,0.145547,1.0,0.427097,0.559983,-0.145746,1.0,0.589483,0.581868,0.187198,0.4951,0.594119,0.598142,-0.160962,0.9995,0.53985,0.732259,0.340039,0.9134,0.532883,0.758377,0.000702,0.9998,0.520308,0.759369,0.352868,0.944,0.513236,0.781221,0.018455,0.9997,0.594384,0.76423,0.326117,0.9624,0.597543,0.788053,-0.01234,0.9998
train/Bad back/Bad Back (128).jpg,0,bad_back,0.686871,0.451012,-0.081485,1.0,0.694507,0.434855,-0.065245,0.9999,0.693208,0.431853,-0.065526,0.9999,0.691757,0.428896,-0.065529,0.9999,0.694066,0.435144,-0.118769,0.9999,0.692585,0.432603,-0.119025,1.0,0.6911,0.430081,-0.119233,1.0,0.6747,0.412832,0.033689,1.0,0.673797,0.413149,-0.20856,0.9999,0.670144,0.450815,-0.03515,0.9998,0.670853,0.450325,-0.107753,0.9999,0.588473,0.435839,0.190016,0.9999,0.598109,0.446451,-0.289053,0.9999,0.59625,0.552228,0.213027,0.2941,0.608743,0.573662,-0.326127,0.9928,0.691158,0.582341,0.094205,0.4666,0.70437,0.588096,-0.200037,0.9916,0.708993,0.587958,0.091374,0.5658,0.72334,0.595533,-0.239594,0.9926,0.714119,0.577562,0.058272,0.5671,0.724962,0.579453,-0.213704,0.9928,0.709584,0.57463,0.075855,0.5552,0.718096,0.577273,-0.189718,0.9906,0.427068,0.550249,0.14971,0.9999,0.428566,0.563208,-0.149911,1.0,0.591346,0.582085,0.198375,0.3964,0.596554,0.597487,-0.151794,0.9993,0.538679,0.731528,0.354674,0.8898,0.533638,0.754897,0.010256,0.9997,0.519259,0.756885,0.367948,0.9325,0.51264,0.779738,0.027865,0.9996,0.595032,0.764894,0.340098,0.952,0.600626,0.786764,-0.004725,0.9997
train/Bad back/Bad Back (129).jpg,0,bad_back,0.687471,0.452953,-0.08945,1.0,0.695027,0.435744,-0.072967,0.9999,0.693802,0.432926,-0.073249,0.9999,0.692284,0.430028,-0.073257,0.9999,0.694584,0.436207,-0.126765,0.9999,0.693252,0.434007,-0.12702,1.0,0.691727,0.431586,-0.127232,1.0,0.674656,0.413886,0.027631,1.0,0.674313,0.414753,-0.215869,1.0,0.670703,0.452523,-0.042602,0.9999,0.671272,0.452274,-0.115556,0.9999,0.588383,0.437127,0.18529,0.9999,0.59712,0.44918,-0.296361,0.9999,0.596766,0.554215,0.208252,0.3705,0.606578,0.576309,-0.339844,0.995,0.690062,0.586262,0.089976,0.5487,0.704243,0.592661,-0.228132,0.995,0.707544,0.590614,0.087612,0.6332,0.722426,0.599042,-0.271063,0.9955,0.713013,0.5804,0.053191,0.6347,0.723575,0.583141,-0.243756,0.9956,0.708512,0.577841,0.071299,0.6239,0.717302,0.581242,-0.217717,0.9942,0.426582,0.55022,0.150919,1.0,0.426462,0.564544,-0.151121,1.0,0.59188,0.582781,0.198322,0.454,0.596465,0.597735,-0.163838,0.9996,0.53958,0.729776,0.360244,0.9103,0.533349,0.753601,0.004774,0.9998,0.521203,0.755441,0.3742,0.9461,0.512635,0.778332,0.023379,0.9997,0.596322,0.76599,0.34791,0.9628,0.598312,0.785634,-0.006107,0.9998
train/Bad back/Bad Back (13).jpg,0,bad_back,0.399975,0.523624,-0.001162,0.9996,0.380606,0.515176,-0.045844,0.9997,0.379455,0.513719,-0.046164,0.9997,0.378494,0.5126,-0.046055,0.9998,0.380209,0.511844,0.004136,0.9998,0.378429,0.507485,0.003561,0.9998,0.37653,0.50326,0.003373,0.9999,0.376869,0.487864,-0.174607,0.9999,0.3753,0.480147,0.053685,0.9999,0.415544,0.512514,-0.038911,0.9994,0.415772,0.511813,0.024421,0.9995,0.454961,0.479493,-0.264809,0.9999,0.464659,0.459223,0.202511,0.9998,0.439729,0.62449,-0.250929,0.8403,0.458293,0.561408,0.344876,0.0312,0.343686,0.510684,0.001474,0.8603,0.359532,0.497506,0.42748,0.0288,0.32902,0.4844,0.002653,0.8723,0.341713,0.472304,0.449557,0.041,0.344474,0.472552,-0.000977,0.8681,0.354876,0.463072,0.44465,0.0405,0.353726,0.479301,0.007038,0.8385,0.364494,0.469595,0.423597,0.0381,0.667952,0.599891,-0.160858,0.9993,0.66122,0.577677,0.160607,0.9993,0.470702,0.701841,-0.120757,0.9635,0.480326,0.661988,0.237823,0.0459,0.55754,0.891618,-0.117963,0.9919,0.536468,0.846848,0.253202,0.267,0.587792,0.922082,-0.118251,0.9901,0.569113,0.880469,0.254151,0.4136,0.464356,0.936894,-0.166362,0.991,0.462587,0.889148,0.232465,0.437
train/Bad back/Bad Back (130).jpg,0,bad_back,0.687005,0.454306,-0.083482,0.9999,0.694921,0.437187,-0.0669,0.9998,0.69368,0.434537,-0.067183,0.9999,0.69212,0.431637,-0.0672,0.9999,0.694467,0.437527,-0.120861,0.9999,0.693086,0.435391,-0.121117,1.0,0.691267,0.43263,-0.121334,0.9999,0.674324,0.414293,0.032849,1.0,0.673684,0.414931,-0.211386,0.9999,0.67005,0.454204,-0.037029,0.9998,0.670604,0.453797,-0.11017,0.9998,0.588643,0.439246,0.188859,0.9999,0.598047,0.449007,-0.29252,0.9999,0.597381,0.556563,0.208843,0.3391,0.606095,0.575856,-0.330476,0.9943,0.687714,0.589217,0.085768,0.5229,0.70206,0.593734,-0.210578,0.9936,0.705478,0.592947,0.082342,0.6114,0.71998,0.599797,-0.250992,0.9942,0.711408,0.582003,0.049568,0.613,0.721527,0.584148,-0.225561,0.9944,0.706632,0.579662,0.067465,0.6003,0.715175,0.582257,-0.200482,0.9926,0.42695,0.550907,0.151269,0.9999,0.426756,0.564013,-0.151462,1.0,0.592435,0.583749,0.19075,0.4305,0.597268,0.596247,-0.166651,0.9996,0.538729,0.729748,0.347985,0.9007,0.534032,0.752746,-0.007117,0.9998,0.519017,0.755392,0.361403,0.9391,0.5126,0.77822,0.010231,0.9997,0.595808,0.765742,0.331721,0.9569,0.598848,0.784877,-0.02556,0.9998
train/Bad back/Bad Back (131).jpg,0,bad_back,0.686496,0.453605,-0.079247,0.9999,0.694719,0.436817,-0.062423,0.9998,0.693436,0.434071,-0.0627,0.9999,0.691954,0.431314,-0.06272,0.9999,0.694368,0.437157,-0.116903,0.9999,0.692944,0.434731,-0.117161,0.9999,0.691156,0.431884,-0.117378,0.9999,0.673952,0.413041,0.038428,0.9999,0.673668,0.413983,-0.208131,0.9999,0.669677,0.453796,-0.032322,0.9998,0.669945,0.453552,-0.106107,0.9998,0.5884,0.438417,0.197813,0.9999,0.600663,0.447511,-0.292142,0.9998,0.595659,0.555739,0.211111,0.2757,0.604584,0.575891,-0.325673,0.9936,0.68666,0.588153,0.075703,0.444,0.69974,0.593217,-0.193692,0.9913,0.704464,0.593393,0.070174,0.5401,0.718649,0.600955,-0.231732,0.992,0.709964,0.583275,0.038895,0.5427,0.720321,0.58584,-0.208339,0.9922,0.705182,0.580661,0.057386,0.5293,0.713815,0.58362,-0.18377,0.9898,0.426271,0.551266,0.154068,0.9999,0.429099,0.563626,-0.154265,0.9999,0.59319,0.581471,0.190412,0.382,0.598591,0.594663,-0.171752,0.9995,0.53888,0.728052,0.343359,0.8775,0.534009,0.75287,-0.015233,0.9997,0.519848,0.752975,0.356105,0.9245,0.512833,0.778151,0.001576,0.9996,0.595699,0.764758,0.325474,0.9437,0.598982,0.784636,-0.0369,0.9997
train/Bad back/Bad Back (132).jpg,0,bad_back,0.686766,0.454599,-0.077563,1.0,0.694995,0.437759,-0.061476,0.9999,0.693913,0.43502,-0.061755,0.9999,0.692566,0.432111,-0.061766,0.9999,0.694515,0.43812,-0.115487,0.9999,0.69325,0.435908,-0.115744,1.0,0.691706,0.433259,-0.115953,0.9999,0.674951,0.414331,0.037004,1.0,0.674132,0.415061,-0.207201,0.9999,0.670192,0.453956,-0.031402,0.9998,0.670567,0.453804,-0.104539,0.9998,0.590414,0.436877,0.194991,0.9999,0.599058,0.447699,-0.29061,0.9999,0.596318,0.552074,0.216783,0.3066,0.602961,0.574474,-0.328432,0.9945,0.682313,0.587179,0.09309,0.4911,0.695672,0.593205,-0.206498,0.9938,0.700638,0.594238,0.090141,0.5804,0.714932,0.603128,-0.24639,0.9941,0.706685,0.584006,0.055683,0.5829,0.717211,0.587348,-0.220086,0.9943,0.701497,0.579889,0.074172,0.5707,0.710864,0.583822,-0.195885,0.9924,0.429836,0.550506,0.152274,1.0,0.42872,0.564337,-0.152479,1.0,0.593628,0.583954,0.19058,0.395,0.597746,0.597442,-0.163858,0.9995,0.539615,0.730578,0.341195,0.8851,0.534213,0.752991,-0.000603,0.9997,0.520499,0.7558,0.353794,0.9329,0.513161,0.778472,0.017249,0.9996,0.596152,0.764902,0.324159,0.9524,0.59828,0.786725,-0.015081,0.9997
train/Bad back/Bad Back (133).jpg,0,bad_back,0.688651,0.451639,-0.086075,0.9999,0.697105,0.434158,-0.068993,0.9998,0.696161,0.430717,-0.06928,0.9999,0.695042,0.427187,-0.069298,0.9999,0.696238,0.43418,-0.123307,0.9999,0.694991,0.431081,-0.12357,0.9999,0.693703,0.427834,-0.12379,0.9999,0.676909,0.40805,0.031555,0.9999,0.676211,0.408038,-0.214401,0.9999,0.672802,0.451573,-0.039558,0.9997,0.672509,0.451278,-0.113187,0.9998,0.588505,0.433409,0.191848,0.9999,0.597879,0.444224,-0.301443,0.9999,0.59163,0.548048,0.217429,0.2766,0.600826,0.570566,-0.339349,0.9913,0.678321,0.581982,0.095426,0.4345,0.690709,0.590332,-0.211959,0.9882,0.696239,0.590156,0.092754,0.531,0.711166,0.602599,-0.250718,0.9892,0.703057,0.579599,0.058331,0.534,0.714368,0.585253,-0.225868,0.9896,0.697571,0.574732,0.076475,0.5254,0.707336,0.580871,-0.201583,0.9865,0.433581,0.548633,0.156132,1.0,0.428254,0.562721,-0.156318,1.0,0.589627,0.581188,0.20504,0.3796,0.594378,0.598217,-0.177887,0.9995,0.539615,0.730282,0.35482,0.8881,0.533985,0.755576,-0.0287,0.9997,0.520472,0.755986,0.366958,0.9313,0.513323,0.779668,-0.012553,0.9996,0.595605,0.76224,0.334648,0.9494,0.599757,0.787368,-0.052495,0.9997
